Team Name 1	First Name 1	Last Name 1	Score 1	Subscore 1	Team Name 2	First Name 2	Last Name 2	Score 2	Subscore 2	Source
Ulmerfeld			0	0	Straßwalchen		Danninger			{{Internetquelle |titel=PSV-Judoka in Form |url=https://www.sn.at/archivsn?img=LHWy1QeaiWW24caucg5qrxvna%2Fb%2FCrX%2B%2F%2Bvi6lycNl0q1aH86RgQOYZ8Qr4Rnf%2Balms7yNdd%2BQp8qhSzewCZqukFYI2zyVCpeyLR%2F9W4Kd4eAwi8wS6k%2FHBmuhTchD35&id1=19750630_10&q=SV%2520Ulmerfeld%2520judo#slide10 |werk=Salzburger Nachrichten |hrsg=Salzburger Nachrichten |sprache=de |abruf=2025-03-17}}
SV Straßwalchen			0	0	Union Graz	Gerhard	Dorfinger			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Klaus	Unter			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz		Pürstinger			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Franz	Huber			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Gerhard	Dorfinger			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Klaus	Unter			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz		Pürstinger			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Franz	Huber			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Alois	Söllinger			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
SV Straßwalchen			0	0	Union Graz	Herbert	Schleicher			https://www.sn.at/archivsn?img=aZtZ1EfYkf2zL1pgxy%2FgcNrenFKmGTkPbKhspHcbhekQCZxxnmQcRUHn7pxb%2BBTR5%2B07zKG7F9o2OMi05dRexW3cpXwA3TkaH7kg6J3mm4LGV%2Bc88aQagi5rCe6Q6TaF&id1=19750922_11&q=judo%2520staatsliga#slide11
