Fight Number	Name 1	Last Name 1	First Name 1	Yuko 1	Wazaari 1	Ippon 1	Shido 1	HSM 1	Score 1	Subscore 1	Name 2	Last Name 2	First Name 2	Yuko 2	Wazaari 2	Ippon 2	Shido 2	HSM 2	Score 2	Subscore 2	Source
4		BüRGES	Milan	0	1	0	3	1	0	0		SCHIRNHOFER	Felix	0	0	1	1	0	1	10	
5		GERMROTH	Florian	2	0	0	1	0	0	0		SCHIRNHOFER	Maximilian	2	1	0	2	0	1	7	
6		LINDNER	Florian	1	0	0	1	0	1	5		KRONBERGER	Stefan	0	0	0	2	0	0	0	
7		IMRE	Lehel	0	0	0	0	0	0	0		BOR	Barna	0	0	1	0	0	1	10	
8		MÖLLINGER	Christian	1	0	0	3	0	0	0		HOFMANN	Lukas	0	1	1	2	0	1	10	
9		IVINGER	Erich	0	0	0	0	0	0	0		HOFMANN	Nico	0	1	0	1	0	1	7	
10		STEINICKE	Alexander	0	0	0	0	0	0	0		WAGNER	Steffen	0	0	1	0	0	1	10	
11		BüRGES	Milan	1	1	0	1	0	0	0		SCHIRNHOFER	Felix	1	1	0	2	0	0	0	
12		GERMROTH	Florian	0	0	0	1	0	0	0		SCHIRNHOFER	Maximilian	0	1	1	0	0	1	10	
13		LINDNER	Florian	0	0	0	2	0	0	0		KRONBERGER	Stefan	1	0	0	0	0	1	5	
14		IMRE	Lehel	0	0	0	0	0	0	0		BOR	Barna	0	0	1	0	0	1	10	
	JZ Innsbruck	Marie-Christin	Scheff						1	10	PSV Salzburg								0	0	{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Marie-Christin	Scheff						1	10	Galaxy Tigers								0	0	{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Marie-Christin	Scheff						0	0	JU Pinzgau								1		{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Renate	Wassermann						0	0	UJZ Mühlviertel	Nicole	Kaiser						1		{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Marie-Christin	Scheff						1	10	UJZ Mühlviertel	Julia	Schifermüller						0	0	{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Kathrin	Told						0	0	UJZ Mühlviertel	Sabrina	Filzmoser						1		{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Kathrin	Unterwurzacher						1		UJZ Mühlviertel	Lisa	Sch.						0	0	{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
	JZ Innsbruck	Bernadette	Graf						1	10	UJZ Mühlviertel	Marianne	Hollensteiner						0	0	{{Internetquelle |url=http://www.judo-creativ.at/bericht.html?aid=780 |titel=Gold für Tini bei der Staatsmeisterschaft der Damenmannschaften |werk=Judo CREATIV Graz |hrsg=Judo CREATIV Graz |datum=2012-12-21 |sprache=de |archiv-url=https://web.archive.org/web/20121221025928/http://www.judo-creativ.at/bericht.html?aid=780 |archiv-datum=2012-12-21 |abruf=2025-02-15}}
