Fight Number	Last Name 1	First Name 1	Yuko 1	Wazaari 1	Ippon 1	Shido 1	HSM 1	Score 1	Subscore 1	Last Name 2	First Name 2	Yuko 2	Wazaari 2	Ippon 2	Shido 2	HSM 2	Score 2	Subscore 2	Source
4	ZACHAR	Christian	0	0	0	0	0	1	1	HELM	Manuel	0	0	0	1	0	0	0	
5	RADLHERR	Christoph	0	0	1	0	0	1	10	RUTZENSTORFER	Christian	0	0	0	0	0	0	0	
6	PRENTNER	Clemens	0	0	1	0	0	1	10	KRENMAYR	Gerold	0	0	0	0	0	0	0	
7	WOJNAROWICZ	Janusz	0	0	0	0	0	1	10	KARNER	Andreas	0	0	0	0	1	0	0	
8	GRAF	Philip	1	0	1	0	0	1	10	WALDHÖR	Dominik	0	0	0	0	0	0	0	
9	STADLBAUER	Christian	0	2	0	0	0	1	10	JODL	Christoph	0	0	0	0	0	0	0	
10	WEIßSTEINER	Bernhard	0	0	0	0	0	0	0	FROSCHAUER	Alexander	0	0	10	0	0	1	10	
11	ZACHAR	Christian	0	0	1	0	0	1	10	HELM	Manuel	0	0	0	0	0	0	0	
12	RADLHERR	Christoph	0	0	1	0	0	1	10	RUTZENSTORFER	Philipp	0	0	0	0	0	0	0	
13	PRENTNER	Clemens	0	0	1	0	0	1	10	KRENMAYR	Gerold	0	0	0	0	0	0	0	
14	WOJNAROWICZ	Janusz	0	0	0	0	0	1	10	KARNER	Andreas	0	0	0	0	1	0	0	
