Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League
6	G	SV Gallneukirchen	6	51	Union Kirchham	8	62	2. Judo Bundesliga Männer	2015	2015-10-31	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Neue Mittelschule Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 10	4210	Gallneukirchen	Reichenauerstrasse 10	Neue Mittelschule Gallneukirchen	2. Judo Bundesliga Männer
7	G	UNION Hartkirchen	5	50	Judoteam SHIAI-DO Union Thermenregion	9	90	2. Judo Bundesliga Männer	2015	2015-11-07	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	Judoteam SHIAI DO	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Schul- und Kulturzentrum Feldkirchen an der Donau @ Schulstraße 12, 4101 Feldkirchen an der Donau	4101	Feldkirchen an der Donau	Schulstraße 12	Schul- und Kulturzentrum Feldkirchen an der Donau	2. Judo Bundesliga Männer
7	G	Sanjindo Tigers	10	88	SV Gallneukirchen	4	40	2. Judo Bundesliga Männer	2015	2015-11-07	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer
7	G	Union Kirchham	6	57	UJZ Mühlviertel 2	8	80	2. Judo Bundesliga Männer	2015	2015-11-07	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Turnhalle VS Kirchham @ 4656 Kirchham 34	4656	Kirchham 34	4656 Kirchham 34	Turnhalle VS Kirchham	2. Judo Bundesliga Männer
	G	WAT Stadlau		3	Samurai Wien		2			2015-11-14		{{Internetquelle |url=https://www.judoaustria.at/mannschaftstitel-an-samurai-sanjindo-und-galaxy/ |titel=Mannschaftstitel an Samurai, Sanjindo und Galaxy |hrsg=Österreichischer Judoverband |datum=2017-08-07 |offline= |archiv-url=https://web.archive.org/web/20170807193126/https://www.oejv.com/osterreichische-veranstaltungen/mannschaftstitel-am-samurai-sanjindo-und-galaxy/ |archiv-datum=2017-08-07 |abruf=2024-08-05}}																			Gmunden			
	G	WAT Stadlau		2	UJZ Mühlviertel		3			2015-11-14		{{Internetquelle |url=https://www.judoaustria.at/mannschaftstitel-an-samurai-sanjindo-und-galaxy/ |titel=Mannschaftstitel an Samurai, Sanjindo und Galaxy |hrsg=Österreichischer Judoverband |datum=2017-08-07 |offline= |archiv-url=https://web.archive.org/web/20170807193126/https://www.oejv.com/osterreichische-veranstaltungen/mannschaftstitel-am-samurai-sanjindo-und-galaxy/ |archiv-datum=2017-08-07 |abruf=2024-08-05}}																			Gmunden			
	G	UJZ Mühlviertel		2	Samurai Wien		3			2015-11-14		{{Internetquelle |autor= |url=https://www.ujz.at/haarscharf-am-titel-vorbei/ |titel=Haarscharf am Titel vorbei |datum=2015-11-14 |sprache=de |abruf=2025-03-16}}																			Gmunden			
	G	Samurai Wien		4	PSV Salzburg		1			2015-11-14		{{Internetquelle |url=https://www.judoaustria.at/mannschaftstitel-an-samurai-sanjindo-und-galaxy/ |titel=Mannschaftstitel an Samurai, Sanjindo und Galaxy |hrsg=Österreichischer Judoverband |datum=2017-08-07 |offline= |archiv-url=https://web.archive.org/web/20170807193126/https://www.oejv.com/osterreichische-veranstaltungen/mannschaftstitel-am-samurai-sanjindo-und-galaxy/ |archiv-datum=2017-08-07 |abruf=2024-08-05}}																			Gmunden			
	G	UJZ Mühlviertel		3	ESV Sanjindo Bischofshofen		2			2015-11-14		{{Internetquelle |autor= |url=https://www.ujz.at/haarscharf-am-titel-vorbei/ |titel=Haarscharf am Titel vorbei |datum=2015-11-14 |sprache=de |abruf=2025-03-16}}																			Gmunden			
	G	UJZ Mühlviertel		3	PSV Salzburg		1			2015-11-14		{{Internetquelle |autor= |url=https://www.ujz.at/haarscharf-am-titel-vorbei/ |titel=Haarscharf am Titel vorbei |datum=2015-11-14 |sprache=de |abruf=2025-03-16}}																			Gmunden			
