Team Name	Weight Class	First Name	Last Name	Source
JUDO Union RAIKA PINZGAU	-90 kg	Rupert	Riess	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JUDO Union RAIKA PINZGAU	-100 kg	Hans	Schaupper	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JUDO Union RAIKA PINZGAU	+100 kg	Helmut	Kendler	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	-60 kg	Roland	Stegmüller	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	-66 kg	Christian	Neuhofer	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	-73 kg	Christoph	Stangl	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	-81 kg	Alois	Trawöger	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	-90 kg	Rudolf	Schneider	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	-100 kg	Antal	Kovacs	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SV Raiffeisen Straßwalchen	+100 kg	Josef	Lugstein	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	-60 kg	Andreas	Summer	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	-66 kg	Norbert	Ehrenzweig	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	-73 kg	Günther	Lorbeer	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	-81 kg	Martin	Stump	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	-90 kg	Gerald	Schatz	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	-100 kg	Andreas	Jelinek	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
COLOP-SAMURAI VIENNA	+100 kg	Ireneuz	Kwiezinski	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	-60 kg	Peter	Ollary	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	-66 kg	Adolf	Zeltner	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	-73 kg	Viktor	Havasi	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	-81 kg	Michael	Artner	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	-90 kg	Manfred	Veselsky	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	-100 kg	Peter	Havasi	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
JC Sparkasse Wimpassing	+100 kg	Eric	Krieger	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	-60 kg	Markus	Baumgartner	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	-66 kg	Manfred	Hiptmair	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	-73 kg	Christian	Stadler	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	-81 kg	Christian	Jäger	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	-90 kg	Julian	Rusu	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	-100 kg	Andreas	Ecker	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
SCHARTNER BOMBE ATTNANG	+100 kg	Imre	Csösz	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	-60 kg	Erik	Gizur	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	-66 kg	Hannes	Schiffmann	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	-73 kg	Günter	Narr	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	-81 kg	Roman	Perktold	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	-90 kg	Harald	Parreiner	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	-100 kg	Bernd	Pirpamer	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
WSG Swarovski Judo Wattens	+100 kg	Martin	Lieb	{{Internetquelle |url=http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |titel=JAustrian Judo Association - Österreichischer Judo Verband : Staatsliga 1999 |datum=2002-05-01 |offline= |archiv-url=https://web.archive.org/web/20020501201820/http://www.asn.or.at/oejv/Ligen/SLiga1999.htm |archiv-datum=2002-05-01 |abruf=2024-12-06}}
