Position	First Name	Last Name	Team Name	Weight Class	Score	Subscore	Ippon	Wazaari	Yuko	Koka	Shido	Hansoku-make	Source	Nationality	Country
13	Andrea	Dall	UJZ Mühlviertel	-52 kg	6	57	2	4	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
14	Melanie	Niederdorfer	ESV Sanjindo	-78 kg	6	54	4	3	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
15	Susanne	Lechner	Judoteam SHIAI DO	-78 kg	6	54	2	5	0	0	4	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
16	Sarah	Mairhofer	JC Wimpassing Sparkasse	+78 kg	6	51	1	7	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
17	Daniela	Polleres	JC Wimpassing Sparkasse	-70 kg	5	47	3	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
18	Jacqueline	Springer	café+co Wien	-48 kg	4	37	1	5	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
19	Sarah	Strohmayer	JC Wimpassing Sparkasse	-52 kg	4	34	1	7	0	0	2	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
20	Marisa	Andrich	café+co Wien	-52 kg	4	34	0	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
21	Katharina	Fabian	café+co Wien	-57 kg	3	30	3	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
22	Christina	Raffler	ESV Sanjindo	-70 kg	3	30	3	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
23	Natascha	Pircher	Judoteam SHIAI DO	+78 kg	3	30	2	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
24	Julia	Laber	ESV Sanjindo	-63 kg	2	20	2	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
25	Nina	Bärnthaler	ESV Sanjindo	-48 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
26	Lisa	Gfrerer	café+co Wien	-57 kg	2	20	1	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
27	Eleftheria	Theodorakis	café+co Wien	+78 kg	2	20	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
28	Marlene	Hunger	JC Wimpassing Sparkasse	-78 kg	2	20	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
29	Rebekka	Autengruber	UJZ Mühlviertel	-70 kg	2	17	1	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
30	Daniela	Gangl	café+co Wien	-63 kg	2	17	1	1	0	0	5	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
31	Stefanie	Hutter	ESV Sanjindo	-63 kg	2	17	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
32	Sabrina	Bauer	JC Wimpassing Sparkasse	-57 kg	2	14	0	2	0	0	10	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
33	Katharina	Schöffauer	JC Wimpassing Sparkasse	-48 kg	1	10	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
34	Lisa-Marie	Winter	Judoteam SHIAI DO	-52 kg	1	10	1	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
35	Teresa	Bauer	JC Wimpassing Sparkasse	-48 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
36	Pamela-Denise	Neubauer	UJZ Mühlviertel	-57 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
37	Kathrin	Schlögl	UJZ Mühlviertel	-63 kg	1	10	1	0	0	0	7	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
38	Alexandra	Rohrmoser	ESV Sanjindo	+78 kg	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
38	Cornelia	Angenendt	JC Wimpassing Sparkasse	-63 kg	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
40	Lisa	Schinkinger	UJZ Mühlviertel	-78 kg	1	10	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
41	Heidrun	Genzecker	UJZ Mühlviertel	-78 kg	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Catharina	Ras	Judoteam SHIAI DO	-70 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Christina	Winter	Judoteam SHIAI DO	-57 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Daniela	Markhart	café+co Wien	+78 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Laura	Kallinger	Judoteam SHIAI DO	-63 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Nathalie	Schauer	JC Wimpassing Sparkasse	-52 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Sarah	Jonas	UJZ Mühlviertel	-70 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Tamara	Höfer	UJZ Mühlviertel	-57 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
49	Evelyn	Martinek	café+co Wien	-63 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
49	Sarah	Krames	café+co Wien	-52 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
49	Tina	Neuhauser	ESV Sanjindo	-70 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Anne	Kreppenhofer	café+co Wien	+78 kg	0	0	0	0	0	0	2	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Helene	Wolfmayr	UJZ Mühlviertel	-78 kg	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
54	Hannah	Füreder	UJZ Mühlviertel	-48 kg	0	0	0	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
